"settlement_id","payment_id","processor","gross_amount","processor_fee","net_amount","currency","settlement_status","settled_at"
"8217","167355","paypal","104.81","2.58","102.23","MXN","pending","2026-07-29T16:16:44.3265487+00:00"
"8218","211268","paypal","118.28","4.61","113.67","USD","pending","2026-07-23T15:18:44.3265487+00:00"
"8219","241569","stripe","16.36","0.37","15.99","COP","settled","2026-08-12T14:34:44.3265487+00:00"
"8220","19752","stripe","144.47","4.86","139.61","MXN","settled","2026-07-28T00:35:44.3265487+00:00"
"8221","202774","stripe","57.85","1.99","55.86","MXN","settled","2026-07-23T19:18:44.3265487+00:00"
"8222","202900","stripe","138.41","3.41","135","COP","settled","2026-08-17T12:57:44.3265487+00:00"
"8223","150978","stripe","77.67","2.65","75.02","MXN","settled","2026-08-14T02:09:44.3265487+00:00"
"8224","52344","paypal","111.89","2.6","109.29","COP","settled","2026-08-07T13:30:44.3265487+00:00"
"8225","33835","paypal","125.36","4.12","121.24","USD","settled","2026-08-09T06:01:44.3265487+00:00"
"8226","89016","stripe","117.3","4.64","112.66","USD","settled","2026-07-25T14:00:44.3265487+00:00"
"8227","218265","stripe","118.82","4.11","114.71","COP","pending","2026-08-11T01:03:44.3265487+00:00"
"8228","173119","paypal","136.87","5.35","131.52","COP","pending","2026-07-26T17:49:44.3265487+00:00"
"8229","141864","adyen","113.65","2.71","110.94","COP","settled","2026-08-07T20:20:44.3265487+00:00"
"8230","7942","paypal","143.88","4.9","138.98","USD","pending","2026-08-10T03:51:44.3265487+00:00"
"8231","233316","paypal","138.7","5.21","133.49","MXN","settled","2026-08-19T00:38:44.3265487+00:00"
"8232","46369","stripe","88.52","3.33","85.19","MXN","settled","2026-08-16T09:48:44.3265487+00:00"
"8233","241643","adyen","49.35","1.09","48.26","COP","settled","2026-08-19T10:28:44.3265487+00:00"
"8234","101977","stripe","147.7","5.44","142.26","MXN","settled","2026-07-31T20:09:44.3265487+00:00"
"8235","113826","adyen","115.92","2.68","113.24","MXN","settled","2026-07-30T11:54:44.3265487+00:00"
"8236","233271","adyen","143.28","4.23","139.05","MXN","pending","2026-08-04T08:55:44.3265487+00:00"
"8237","48191","paypal","63.6","1.37","62.23","COP","settled","2026-07-20T01:29:44.3265487+00:00"
"8238","171978","adyen","18.44","0.4","18.04","MXN","settled","2026-08-17T00:39:44.3265487+00:00"
"8239","50215","stripe","68.6","2.42","66.18","COP","settled","2026-07-24T13:53:44.3265487+00:00"
"8240","53621","stripe","121.09","3.38","117.71","MXN","settled","2026-08-16T06:44:44.3265487+00:00"
"8241","235575","paypal","105.9","4.21","101.69","MXN","pending","2026-08-08T17:04:44.3265487+00:00"
"8242","40471","paypal","62.92","1.85","61.07","MXN","pending","2026-08-10T08:16:44.3265487+00:00"
"8243","117644","adyen","20.17","0.62","19.55","COP","settled","2026-08-16T21:20:44.3265487+00:00"
"8244","69568","paypal","99.48","2.99","96.49","MXN","settled","2026-08-13T12:11:44.3265487+00:00"
"8245","128099","paypal","63.69","2.4","61.29","COP","pending","2026-07-31T23:28:44.3265487+00:00"
"8246","200860","adyen","60.69","1.54","59.15","COP","settled","2026-08-11T00:51:44.3265487+00:00"
"8247","221647","stripe","82.8","2.99","79.81","COP","pending","2026-08-16T14:50:44.3265487+00:00"
"8248","146371","adyen","37.53","1.49","36.04","MXN","settled","2026-07-20T21:16:44.3265487+00:00"
"8249","1980","paypal","96.37","2.63","93.74","COP","settled","2026-07-20T09:47:44.3265487+00:00"
"8250","136081","stripe","122.44","4.7","117.74","COP","pending","2026-07-27T08:33:44.3265487+00:00"
"8251","41146","stripe","35.3","1.2","34.1","COP","settled","2026-08-02T16:41:44.3265487+00:00"
"8252","177942","paypal","63.63","2.25","61.38","MXN","pending","2026-08-07T10:09:44.3265487+00:00"
"8253","234276","adyen","36.37","1.25","35.12","USD","settled","2026-08-06T02:54:44.3265487+00:00"
"8254","103109","stripe","59.24","1.84","57.4","MXN","settled","2026-07-25T20:35:44.3265487+00:00"
"8255","50871","paypal","138.83","5.27","133.56","USD","pending","2026-07-29T09:17:44.3265487+00:00"
"8256","151737","paypal","101.04","2.63","98.41","COP","settled","2026-07-26T20:03:44.3265487+00:00"
"8257","222157","stripe","84.73","3.22","81.51","MXN","settled","2026-08-07T12:32:44.3265487+00:00"
"8258","232449","adyen","78.11","2.78","75.33","USD","settled","2026-08-08T11:50:44.3265487+00:00"
"8259","29532","paypal","40.59","0.89","39.7","COP","settled","2026-08-01T20:15:44.3265487+00:00"
"8260","239675","stripe","68.12","2.12","66","MXN","pending","2026-08-13T18:55:44.3265487+00:00"
"8261","171204","paypal","141.63","3.58","138.05","USD","pending","2026-08-12T21:23:44.3265487+00:00"
"8262","24257","adyen","23.99","0.75","23.24","MXN","settled","2026-08-17T00:34:44.3265487+00:00"
"8263","4937","paypal","5.81","0.19","5.62","COP","pending","2026-08-11T05:28:44.3265487+00:00"
"8264","16237","paypal","120.64","2.55","118.09","USD","settled","2026-08-04T23:55:44.3265487+00:00"
"8265","17607","stripe","61.98","2.44","59.54","COP","settled","2026-08-12T05:28:44.3265487+00:00"
"8266","82365","paypal","59.24","2.15","57.09","USD","pending","2026-08-13T12:16:44.3265487+00:00"
"8267","150234","adyen","123.8","3.06","120.74","MXN","pending","2026-08-10T12:11:44.3265487+00:00"
"8268","179989","adyen","20.4","0.75","19.65","USD","pending","2026-08-08T15:55:44.3265487+00:00"
"8269","156101","adyen","138.9","3.69","135.21","MXN","settled","2026-08-14T18:05:44.3265487+00:00"
"8270","219688","stripe","24.58","0.86","23.72","COP","settled","2026-08-09T19:18:44.3265487+00:00"
"8271","2968","stripe","99.45","3.86","95.59","COP","settled","2026-08-15T03:48:44.3265487+00:00"
"8272","212689","paypal","142.6","3.6","139","MXN","settled","2026-08-02T02:55:44.3265487+00:00"
"8273","141576","paypal","17.49","0.42","17.07","USD","settled","2026-07-27T06:09:44.3265487+00:00"
"8274","57520","paypal","73.41","1.93","71.48","USD","settled","2026-08-17T07:48:44.3265487+00:00"
"8275","77223","paypal","74.85","1.68","73.17","MXN","settled","2026-07-23T08:10:44.3265487+00:00"
"8276","204835","paypal","5.54","0.18","5.36","COP","settled","2026-07-22T22:22:44.3265487+00:00"
"8277","161406","adyen","8.36","0.23","8.13","MXN","settled","2026-08-02T18:06:44.3265487+00:00"
"8278","9893","stripe","26.7","0.99","25.71","COP","settled","2026-07-30T10:04:44.3265487+00:00"
"8279","28194","stripe","116.66","4.01","112.65","USD","pending","2026-08-02T17:45:44.3265487+00:00"
"8280","105874","stripe","79.14","2.82","76.32","COP","settled","2026-08-05T05:49:44.3265487+00:00"
"8281","243592","paypal","132.89","2.88","130.01","USD","settled","2026-08-18T20:00:44.3265487+00:00"
"8282","32550","adyen","121.14","2.95","118.19","USD","settled","2026-08-14T21:12:44.3265487+00:00"
"8283","16316","adyen","78.82","3.04","75.78","COP","settled","2026-07-21T13:45:44.3265487+00:00"
"8284","70276","adyen","142.49","3.83","138.66","MXN","settled","2026-07-23T23:47:44.3265487+00:00"
"8285","2008","stripe","58.37","1.75","56.62","USD","settled","2026-07-26T07:02:44.3265487+00:00"
"8286","49767","adyen","8.54","0.25","8.29","COP","settled","2026-08-07T06:14:44.3542694+00:00"
"8287","103346","adyen","83.46","3.3","80.16","COP","settled","2026-08-17T22:15:44.3542694+00:00"
"8288","202738","paypal","95.8","2.38","93.42","MXN","settled","2026-08-17T13:45:44.3542694+00:00"
"8289","114374","paypal","120.35","3.33","117.02","MXN","settled","2026-08-08T22:05:44.3542694+00:00"
"8290","236408","stripe","140.67","5.59","135.08","USD","settled","2026-08-07T06:00:44.3542694+00:00"
"8291","98589","stripe","62.89","2","60.89","USD","settled","2026-08-08T16:24:44.3542694+00:00"
"8292","220724","stripe","52.72","1.55","51.17","USD","pending","2026-07-31T17:34:44.3542694+00:00"
"8293","137765","adyen","109.43","4.17","105.26","USD","settled","2026-08-17T13:22:44.3542694+00:00"
"8294","230231","stripe","75.35","2.3","73.05","MXN","settled","2026-08-12T23:26:44.3542694+00:00"
"8295","207021","paypal","23.04","0.72","22.32","MXN","settled","2026-07-27T04:43:44.3542694+00:00"
"8296","152992","stripe","127.03","4.22","122.81","COP","settled","2026-08-01T19:27:44.3542694+00:00"
"8297","61369","adyen","141.06","3.22","137.84","USD","settled","2026-08-01T06:39:44.3542694+00:00"
"8298","59955","adyen","122.37","4.58","117.79","COP","settled","2026-08-15T21:20:44.3542694+00:00"
"8299","7145","stripe","87.54","2.37","85.17","COP","pending","2026-08-02T04:54:44.3542694+00:00"
"8300","33228","adyen","117.1","4.13","112.97","MXN","settled","2026-08-05T16:25:44.3542694+00:00"
"8301","145449","adyen","41.83","1.57","40.26","MXN","pending","2026-08-15T03:30:44.3542694+00:00"
"8302","141024","stripe","44.98","1.75","43.23","USD","pending","2026-08-09T03:52:44.3542694+00:00"
"8303","87878","adyen","147.6","3.65","143.95","COP","pending","2026-07-23T04:31:44.3542694+00:00"
"8304","185119","stripe","132.07","3.45","128.62","COP","pending","2026-07-24T03:38:44.3542694+00:00"
"8305","234770","adyen","90.42","2.16","88.26","USD","settled","2026-08-15T15:57:44.3542694+00:00"
"8306","78586","paypal","15.92","0.55","15.37","USD","pending","2026-08-10T14:11:44.3542694+00:00"
"8307","124627","stripe","38.55","0.97","37.58","MXN","pending","2026-08-10T06:31:44.3542694+00:00"
"8308","88069","paypal","46.41","1.26","45.15","USD","settled","2026-08-06T06:12:44.3542694+00:00"
"8309","24588","stripe","142.96","5.33","137.63","USD","pending","2026-08-02T02:46:44.3542694+00:00"
"8310","223352","adyen","139.04","5.15","133.89","COP","pending","2026-07-21T07:51:44.3542694+00:00"
"8311","66018","stripe","124.89","2.56","122.33","USD","settled","2026-08-02T21:26:44.3542694+00:00"
"8312","209695","stripe","50.61","1.91","48.7","MXN","settled","2026-08-19T12:02:44.3542694+00:00"
"8313","27909","stripe","69.6","1.41","68.19","MXN","settled","2026-08-04T05:41:44.3542694+00:00"
"8314","196453","adyen","6.24","0.16","6.08","USD","pending","2026-08-13T12:35:44.3542694+00:00"
"8315","232294","stripe","121.48","4.55","116.93","MXN","settled","2026-08-11T22:55:44.3542694+00:00"
"8316","129057","stripe","99.07","3.04","96.03","MXN","pending","2026-07-27T19:14:44.3542694+00:00"
"8317","72461","stripe","148.56","3.81","144.75","COP","settled","2026-08-11T21:23:44.3542694+00:00"
"8318","104918","stripe","51.25","1.31","49.94","USD","settled","2026-08-18T14:46:44.3542694+00:00"
"8319","61819","adyen","145.21","5.63","139.58","USD","pending","2026-07-26T16:23:44.3542694+00:00"
"8320","235824","adyen","85.28","2.86","82.42","COP","settled","2026-07-21T18:59:44.3542694+00:00"
"8321","73344","stripe","137.38","2.77","134.61","COP","settled","2026-07-29T19:45:44.3542694+00:00"
"8322","240785","stripe","71.5","2.28","69.22","USD","settled","2026-08-08T04:16:44.3542694+00:00"
"8323","245782","adyen","108.59","4.28","104.31","USD","pending","2026-07-23T08:57:44.3542694+00:00"
"8324","24183","stripe","133.56","4.07","129.49","USD","settled","2026-08-17T21:59:44.3542694+00:00"
"8325","97611","stripe","8.82","0.19","8.63","COP","settled","2026-08-06T20:38:44.3542694+00:00"
"8326","45247","adyen","97.64","2.67","94.97","USD","settled","2026-08-10T17:58:44.3542694+00:00"
"8327","49895","stripe","125.29","4.16","121.13","MXN","settled","2026-08-03T02:13:44.3542694+00:00"
"8328","221764","adyen","129.66","3.38","126.28","USD","settled","2026-08-16T16:43:44.3542694+00:00"
"8329","206066","paypal","119.93","4.33","115.6","USD","settled","2026-08-10T23:30:44.3542694+00:00"
"8330","209523","stripe","102.85","3.56","99.29","COP","settled","2026-07-20T19:14:44.3542694+00:00"
"8331","127223","adyen","32.81","1.1","31.71","MXN","settled","2026-08-12T03:13:44.3542694+00:00"
"8332","55135","paypal","110.86","3.09","107.77","MXN","settled","2026-07-23T05:02:44.3542694+00:00"
"8333","96071","stripe","64.49","2.29","62.2","COP","settled","2026-07-20T23:16:44.3542694+00:00"
"8334","54989","stripe","104.58","2.19","102.39","MXN","settled","2026-08-04T02:22:44.3542694+00:00"
"8335","192757","adyen","57.95","1.33","56.62","MXN","settled","2026-08-04T14:12:44.3542694+00:00"
"8336","66710","adyen","135.85","3.64","132.21","USD","settled","2026-08-16T02:43:44.3542694+00:00"
"8337","37339","stripe","49.2","1.26","47.94","MXN","pending","2026-08-06T15:19:44.3542694+00:00"
"8338","223295","stripe","26.44","0.65","25.79","MXN","pending","2026-08-08T14:03:44.3542694+00:00"
"8339","246215","stripe","138.19","5.12","133.07","COP","pending","2026-07-28T23:21:44.3542694+00:00"
"8340","139166","paypal","101.07","2.75","98.32","COP","pending","2026-07-21T07:53:44.3542694+00:00"
"8341","128961","stripe","113.69","4.21","109.48","USD","settled","2026-07-29T01:15:44.3542694+00:00"
"8342","181255","adyen","43","1.27","41.73","USD","settled","2026-08-12T13:30:44.3542694+00:00"
"8343","148528","adyen","136.78","4.42","132.36","USD","pending","2026-08-14T18:48:44.3542694+00:00"
"8344","118950","stripe","33.25","0.78","32.47","USD","settled","2026-08-03T19:48:44.3542694+00:00"
"8345","62282","stripe","119.1","4.52","114.58","MXN","settled","2026-07-21T16:45:44.3542694+00:00"
"8346","81391","stripe","146.97","4.36","142.61","MXN","pending","2026-08-11T07:42:44.3542694+00:00"
"8347","163795","stripe","17.81","0.51","17.3","USD","settled","2026-08-14T10:44:44.3542694+00:00"
"8348","184240","adyen","64.28","1.54","62.74","USD","settled","2026-07-22T16:50:44.3542694+00:00"
"8349","189243","adyen","46.05","1.26","44.79","MXN","settled","2026-08-06T20:15:44.3542694+00:00"
"8350","216753","stripe","54.76","1.91","52.85","USD","settled","2026-07-30T19:23:44.3542694+00:00"
"8351","232198","paypal","38.79","1.34","37.45","USD","settled","2026-07-31T11:36:44.3542694+00:00"
"8352","54882","stripe","138.07","5.22","132.85","USD","settled","2026-08-03T04:06:44.3542694+00:00"
"8353","20812","stripe","20.26","0.65","19.61","MXN","settled","2026-08-13T08:17:44.3542694+00:00"
"8354","170917","adyen","64.06","1.74","62.32","COP","settled","2026-08-02T17:24:44.3542694+00:00"
"8355","149657","stripe","148.87","3.47","145.4","COP","settled","2026-07-26T11:15:44.3542694+00:00"
"8356","4567","stripe","106.47","2.31","104.16","COP","settled","2026-07-30T03:26:44.3542694+00:00"
"8357","44818","adyen","130","4.25","125.75","MXN","pending","2026-08-05T17:22:44.3542694+00:00"
"8358","50669","adyen","112.63","2.54","110.09","MXN","settled","2026-07-28T17:39:44.3542694+00:00"
"8359","224468","stripe","9.97","0.24","9.73","USD","settled","2026-08-09T11:32:44.3542694+00:00"
"8360","198800","paypal","61.93","1.98","59.95","COP","settled","2026-08-03T08:04:44.3542694+00:00"
"8361","32342","adyen","19.39","0.56","18.83","MXN","pending","2026-08-04T01:42:44.3542694+00:00"
"8362","193572","paypal","60.39","1.3","59.09","MXN","pending","2026-08-18T21:40:44.3542694+00:00"
"8363","133676","stripe","132.68","4.22","128.46","USD","settled","2026-08-14T00:36:44.3542694+00:00"
"8364","48741","paypal","60.92","2.34","58.58","USD","settled","2026-08-12T02:20:44.3542694+00:00"
"8365","16352","stripe","81.33","2.32","79.01","COP","settled","2026-07-21T02:20:44.3542694+00:00"
"8366","137756","paypal","8.34","0.3","8.04","COP","settled","2026-07-26T16:41:44.3542694+00:00"
"8367","123223","stripe","134.26","5.19","129.07","USD","pending","2026-08-07T08:57:44.3542694+00:00"
"8368","133688","paypal","136.1","3.46","132.64","MXN","settled","2026-08-16T16:56:44.3542694+00:00"
"8369","19018","paypal","48.02","1.05","46.97","USD","settled","2026-08-04T01:32:44.3542694+00:00"
"8370","193342","paypal","76.62","2.44","74.18","USD","settled","2026-07-25T22:29:44.3542694+00:00"
"8371","221655","adyen","142.68","3.77","138.91","COP","settled","2026-08-05T06:30:44.3542694+00:00"
"8372","138052","paypal","112.1","3.32","108.78","MXN","pending","2026-07-24T23:28:44.3542694+00:00"
"8373","98479","stripe","89.27","2.85","86.42","MXN","settled","2026-08-09T01:20:44.3542694+00:00"
"8374","153351","stripe","102.59","3.68","98.91","USD","pending","2026-08-08T12:09:44.3542694+00:00"
"8375","227674","adyen","94.94","2.76","92.18","MXN","pending","2026-07-20T16:17:44.3542694+00:00"
"8376","34990","paypal","9.27","0.35","8.92","USD","settled","2026-08-06T07:00:44.3542694+00:00"
"8377","18129","paypal","86.45","2.33","84.12","USD","settled","2026-07-29T19:26:44.3542694+00:00"
"8378","215813","paypal","63.06","2.15","60.91","MXN","settled","2026-07-24T18:06:44.3542694+00:00"
"8379","60501","paypal","119.01","2.72","116.29","MXN","settled","2026-07-28T11:34:44.3542694+00:00"
"8380","237576","adyen","128.63","4.22","124.41","COP","settled","2026-07-30T08:32:44.3542694+00:00"
"8381","166114","stripe","30.54","0.92","29.62","COP","settled","2026-08-15T13:36:44.3542694+00:00"
"8382","42865","adyen","72.65","2.42","70.23","COP","settled","2026-08-08T11:34:44.3542694+00:00"
"8383","3438","paypal","58.55","1.39","57.16","USD","pending","2026-07-30T23:09:44.3542694+00:00"
"8384","23508","stripe","78.03","2.61","75.42","USD","settled","2026-07-25T12:25:44.3542694+00:00"
"8385","137203","adyen","7.03","0.26","6.77","MXN","settled","2026-08-17T03:25:44.3542694+00:00"
"8386","231663","adyen","80.67","3.09","77.58","COP","settled","2026-08-18T00:13:44.3542694+00:00"
"8387","108993","adyen","144.71","3.33","141.38","MXN","settled","2026-08-02T14:34:44.3542694+00:00"
"8388","221294","adyen","21.16","0.61","20.55","MXN","pending","2026-08-07T20:59:44.3542694+00:00"
"8389","189490","paypal","70.76","2.58","68.18","MXN","settled","2026-08-14T23:58:44.3542694+00:00"
"8390","22797","stripe","87.97","2.67","85.3","USD","settled","2026-08-16T06:58:44.3542694+00:00"
"8391","147291","adyen","140.87","4","136.87","COP","settled","2026-07-29T11:44:44.3542694+00:00"
"8392","74118","stripe","51.7","1.97","49.73","USD","settled","2026-08-08T09:58:44.3542694+00:00"
"8393","28141","adyen","81.46","2.2","79.26","MXN","pending","2026-08-18T04:40:44.3542694+00:00"
"8394","17930","stripe","114.38","2.51","111.87","MXN","settled","2026-07-31T21:16:44.3542694+00:00"
"8395","187459","adyen","26.42","0.78","25.64","USD","settled","2026-08-17T19:46:44.3542694+00:00"
"8396","71235","adyen","143.61","4.1","139.51","COP","settled","2026-08-13T15:19:44.3542694+00:00"
"8397","211739","adyen","138.91","4.12","134.79","MXN","settled","2026-07-20T01:43:44.3542694+00:00"
"8398","82290","paypal","39.2","1.44","37.76","MXN","settled","2026-08-11T02:01:44.3542694+00:00"
"8399","178918","paypal","116.6","3.06","113.54","MXN","settled","2026-08-03T21:38:44.3542694+00:00"
"8400","16268","adyen","109.98","4.39","105.59","COP","settled","2026-08-06T22:18:44.3542694+00:00"
"8401","100090","paypal","36.59","1.15","35.44","MXN","settled","2026-07-19T22:32:44.3542694+00:00"
"8402","136114","stripe","94.59","2.66","91.93","USD","settled","2026-08-01T04:55:44.3542694+00:00"
"8403","133933","paypal","137.59","3.62","133.97","USD","pending","2026-07-19T17:16:44.3542694+00:00"
"8404","112151","adyen","143.65","3.95","139.7","USD","pending","2026-08-03T18:45:44.3542694+00:00"
"8405","140677","paypal","113.46","3.21","110.25","COP","pending","2026-07-20T18:01:44.3542694+00:00"
"8406","30692","paypal","149.5","4.96","144.54","COP","settled","2026-08-11T19:20:44.3542694+00:00"
"8407","136753","paypal","78.33","1.86","76.47","COP","settled","2026-07-29T03:23:44.3542694+00:00"
"8408","62932","adyen","30.45","0.82","29.63","MXN","settled","2026-07-28T15:25:44.3542694+00:00"
"8409","206139","adyen","122.79","4.79","118","COP","settled","2026-07-29T19:14:44.3542694+00:00"
"8410","60206","paypal","89.75","2.1","87.65","USD","settled","2026-07-19T17:47:44.3542694+00:00"
"8411","54352","paypal","120.8","4.24","116.56","USD","settled","2026-08-15T22:23:44.3542694+00:00"
"8412","199333","adyen","81.9","2.33","79.57","USD","pending","2026-07-31T07:07:44.3542694+00:00"
"8413","217937","stripe","20.57","0.65","19.92","USD","settled","2026-08-04T05:13:44.3542694+00:00"
"8414","151486","paypal","41.7","0.87","40.83","MXN","settled","2026-07-25T03:56:44.3542694+00:00"
"8415","245775","adyen","126.47","4.5","121.97","MXN","settled","2026-08-10T18:50:44.3542694+00:00"
"8416","126280","adyen","116.08","3.36","112.72","MXN","settled","2026-08-08T13:19:44.3542694+00:00"
"8417","200540","adyen","19.45","0.67","18.78","MXN","settled","2026-08-04T04:42:44.3542694+00:00"
"8418","186327","paypal","132.67","5.11","127.56","COP","settled","2026-08-03T00:35:44.3542694+00:00"
"8419","65386","adyen","57.53","2.04","55.49","COP","settled","2026-07-24T16:28:44.3542694+00:00"
"8420","122265","stripe","34.81","1.32","33.49","MXN","settled","2026-07-26T15:45:44.3542694+00:00"
"8421","128051","stripe","59.36","1.61","57.75","USD","pending","2026-07-27T02:10:44.3542694+00:00"
"8422","98021","paypal","107.8","2.37","105.43","COP","settled","2026-08-14T13:24:44.3542694+00:00"
"8423","17174","adyen","70.06","1.78","68.28","COP","settled","2026-07-23T15:52:44.3542694+00:00"
"8424","140822","adyen","68.76","1.85","66.91","USD","settled","2026-08-13T15:53:44.3542694+00:00"
"8425","54009","paypal","14.24","0.39","13.85","MXN","settled","2026-08-13T05:52:44.3542694+00:00"
"8426","146326","stripe","102.01","2.75","99.26","USD","settled","2026-07-27T22:36:44.3542694+00:00"
"8427","34963","paypal","6.52","0.21","6.31","USD","pending","2026-08-03T12:03:44.3542694+00:00"
"8428","163195","adyen","142.65","4.85","137.8","MXN","pending","2026-08-06T18:06:44.3701145+00:00"
"8429","99357","paypal","24.66","0.92","23.74","USD","settled","2026-08-13T08:49:44.3701145+00:00"
"8430","235642","paypal","58.58","1.52","57.06","COP","settled","2026-08-16T15:08:44.3701145+00:00"
"8431","172626","adyen","56.1","1.98","54.12","MXN","settled","2026-08-14T02:40:44.3705946+00:00"
"8432","147093","adyen","26.5","0.57","25.93","COP","settled","2026-08-08T08:35:44.3709399+00:00"
"8433","174787","stripe","27.68","0.95","26.73","MXN","pending","2026-07-31T01:20:44.3709399+00:00"
"8434","201437","adyen","109.61","2.71","106.9","USD","settled","2026-07-25T22:34:44.3709399+00:00"
"8435","73192","adyen","8.87","0.31","8.56","COP","settled","2026-07-24T02:00:44.3709399+00:00"
"8436","70242","stripe","65.47","2.09","63.38","MXN","settled","2026-07-28T06:14:44.3709399+00:00"
"8437","75553","paypal","70.04","2.37","67.67","COP","pending","2026-08-02T06:19:44.3709399+00:00"
"8438","62066","adyen","31.31","1.14","30.17","COP","settled","2026-08-01T14:51:44.3714629+00:00"
"8439","208360","paypal","38.86","1.05","37.81","MXN","settled","2026-07-25T07:58:44.3714629+00:00"
"8440","58784","paypal","106.98","2.46","104.52","COP","pending","2026-08-01T03:53:44.3714629+00:00"
"8441","226204","paypal","79.79","2.07","77.72","COP","settled","2026-07-23T01:44:44.3714629+00:00"
"8442","87054","adyen","112.23","3.8","108.43","MXN","settled","2026-08-16T18:59:44.3714629+00:00"
"8443","141195","adyen","50.84","1.09","49.75","COP","settled","2026-08-01T08:29:44.3714629+00:00"
"8444","172170","paypal","62.23","1.85","60.38","COP","settled","2026-07-26T23:37:44.3714629+00:00"
"8445","2242","paypal","130.87","3.48","127.39","USD","pending","2026-07-31T04:32:44.3714629+00:00"
"8446","123155","adyen","104.7","2.51","102.19","COP","pending","2026-07-27T15:58:44.3714629+00:00"
"8447","51751","paypal","43.28","1.35","41.93","MXN","settled","2026-07-27T11:56:44.3714629+00:00"
"8448","236692","adyen","71.41","2.57","68.84","COP","pending","2026-07-21T15:09:44.3714629+00:00"
"8449","210500","stripe","96.44","2.37","94.07","USD","settled","2026-07-27T13:31:44.3714629+00:00"
"8450","118365","adyen","12.25","0.4","11.85","USD","pending","2026-08-18T02:44:44.3714629+00:00"
"8451","246915","paypal","17.25","0.52","16.73","USD","pending","2026-08-03T00:09:44.3714629+00:00"
"8452","204427","adyen","8.12","0.31","7.81","COP","settled","2026-07-24T18:45:44.3714629+00:00"
"8453","239241","stripe","134.41","3.34","131.07","USD","settled","2026-07-21T10:00:44.3714629+00:00"
"8454","151224","paypal","45.9","1.21","44.69","MXN","settled","2026-08-07T16:10:44.3714629+00:00"
"8455","127288","adyen","17.69","0.51","17.18","COP","settled","2026-08-04T18:05:44.3714629+00:00"
"8456","183125","paypal","16.54","0.45","16.09","COP","settled","2026-08-04T14:29:44.3714629+00:00"
"8457","47548","stripe","136.43","5.22","131.21","COP","pending","2026-07-27T17:46:44.3714629+00:00"
"8458","173691","paypal","137.59","4.37","133.22","USD","settled","2026-07-28T08:20:44.3714629+00:00"
"8459","241065","paypal","93.54","2.08","91.46","MXN","settled","2026-08-14T11:58:44.3714629+00:00"
"8460","196756","stripe","105.8","3.02","102.78","MXN","settled","2026-08-02T12:06:44.3714629+00:00"
"8461","17945","adyen","44.77","1.14","43.63","MXN","pending","2026-07-20T22:08:44.3714629+00:00"
"8462","123343","adyen","11.58","0.25","11.33","USD","settled","2026-08-07T03:41:44.3714629+00:00"
"8463","138709","paypal","48.66","1.25","47.41","USD","settled","2026-07-27T17:55:44.3714629+00:00"
"8464","240064","stripe","91.71","2.75","88.96","USD","pending","2026-07-31T01:08:44.3714629+00:00"
"8465","138728","stripe","67.66","2.69","64.97","COP","pending","2026-08-13T00:00:44.3714629+00:00"
"8466","33322","paypal","22.71","0.69","22.02","COP","pending","2026-07-22T16:16:44.3714629+00:00"
"8467","194210","adyen","62.76","1.53","61.23","COP","settled","2026-07-31T15:59:44.3714629+00:00"
"8468","129654","stripe","41.92","1.6","40.32","USD","settled","2026-08-02T20:04:44.3714629+00:00"
"8469","121095","adyen","47.24","1.3","45.94","MXN","settled","2026-08-05T01:21:44.3714629+00:00"
"8470","181175","adyen","16.97","0.65","16.32","MXN","settled","2026-07-20T19:54:44.3714629+00:00"
"8471","201674","stripe","135.53","4.38","131.15","MXN","pending","2026-07-29T23:43:44.3714629+00:00"
"8472","61909","paypal","136.11","2.99","133.12","MXN","pending","2026-07-26T06:27:44.3714629+00:00"
"8473","127400","paypal","53.73","2.09","51.64","USD","settled","2026-07-22T18:14:44.3714629+00:00"
"8474","67313","paypal","136.19","5.16","131.03","USD","settled","2026-08-10T22:13:44.3714629+00:00"
"8475","119110","adyen","31.96","1.05","30.91","COP","pending","2026-07-22T10:29:44.3714629+00:00"
"8476","178912","stripe","113.2","3.91","109.29","COP","pending","2026-08-06T05:38:44.3714629+00:00"
"8477","77790","adyen","142.7","4.86","137.84","MXN","pending","2026-08-19T06:22:44.3714629+00:00"
"8478","134706","paypal","73.76","2.39","71.37","COP","settled","2026-07-22T08:57:44.3714629+00:00"
"8479","16016","stripe","13.42","0.42","13","COP","pending","2026-08-02T13:01:44.3714629+00:00"
"8480","48061","paypal","36.6","0.79","35.81","MXN","pending","2026-07-30T16:24:44.3714629+00:00"
"8481","60904","paypal","18.05","0.64","17.41","MXN","settled","2026-07-21T06:25:44.3714629+00:00"
"8482","14180","stripe","117.91","2.46","115.45","USD","settled","2026-07-27T07:47:44.3714629+00:00"
"8483","238734","paypal","22.75","0.47","22.28","COP","settled","2026-07-30T20:58:44.3714629+00:00"
"8484","177714","paypal","93.19","2.11","91.08","USD","settled","2026-07-23T00:56:44.3714629+00:00"
"8485","111604","stripe","31.29","1.01","30.28","USD","settled","2026-08-12T04:47:44.3714629+00:00"
"8486","24648","adyen","19.89","0.43","19.46","USD","pending","2026-08-04T23:19:44.3714629+00:00"
"8487","185923","adyen","82.07","2.06","80.01","USD","settled","2026-08-14T10:23:44.3714629+00:00"
"8488","150669","stripe","45.1","1.33","43.77","USD","settled","2026-08-11T08:58:44.3714629+00:00"
